repayment_id,transaction_id,retailer_id,order_date,due_date,payment_date,amount_due,amount_paid,days_late,payment_status
REP_00001300,TXN_00001300,RTL_000221,2024-12-23,2025-01-22,2025-01-23,33371,33371,1,Paid (Slight Delay)
REP_00001301,TXN_00001301,RTL_000221,2024-12-23,2025-01-22,2025-01-22,22288,22288,0,Paid On Time
REP_00001302,TXN_00001302,RTL_000221,2024-12-25,2025-01-24,2025-01-25,21602,21602,1,Paid (Slight Delay)
REP_00001303,TXN_00001303,RTL_000221,2024-12-29,2025-01-28,2025-01-30,23656,23656,2,Paid (Slight Delay)
REP_00001304,TXN_00001304,RTL_000222,2024-08-18,2024-09-17,2024-09-19,13119,13119,2,Paid (Slight Delay)
REP_00001305,TXN_00001305,RTL_000222,2024-08-23,2024-09-22,2024-09-24,18199,18199,2,Paid (Slight Delay)
REP_00001306,TXN_00001306,RTL_000222,2024-08-24,2024-09-23,2024-09-23,18099,18099,0,Paid On Time
REP_00001307,TXN_00001307,RTL_000222,2024-08-26,2024-09-25,2024-09-29,18245,18245,4,Paid (Slight Delay)
REP_00001308,TXN_00001308,RTL_000222,2024-10-03,2024-11-02,2024-11-02,15588,15588,0,Paid On Time
REP_00001309,TXN_00001309,RTL_000222,2024-10-10,2024-11-09,2024-11-09,21653,21653,0,Paid On Time
REP_00001310,TXN_00001310,RTL_000222,2024-10-14,2024-11-13,2024-11-16,13330,13330,3,Paid (Slight Delay)
REP_00001311,TXN_00001311,RTL_000222,2024-10-14,2024-11-13,2024-11-16,11093,11093,3,Paid (Slight Delay)
REP_00001312,TXN_00001312,RTL_000222,2024-10-21,2024-11-20,2024-11-22,16794,16794,2,Paid (Slight Delay)
REP_00001313,TXN_00001313,RTL_000222,2024-10-29,2024-11-28,2024-12-01,14695,14695,3,Paid (Slight Delay)
REP_00001314,TXN_00001314,RTL_000222,2024-11-23,2024-12-23,2024-12-26,22379,22379,3,Paid (Slight Delay)
REP_00001315,TXN_00001315,RTL_000222,2024-11-24,2024-12-24,2024-12-27,28947,28947,3,Paid (Slight Delay)
REP_00001316,TXN_00001316,RTL_000222,2024-12-09,2025-01-08,2025-01-12,20207,20207,4,Paid (Slight Delay)
REP_00001317,TXN_00001317,RTL_000222,2024-12-14,2025-01-13,2025-01-14,14924,14924,1,Paid (Slight Delay)
REP_00001318,TXN_00001318,RTL_000222,2024-12-14,2025-01-13,2025-01-14,20053,20053,1,Paid (Slight Delay)
REP_00001319,TXN_00001319,RTL_000222,2024-12-15,2025-01-14,2025-01-19,17356,17356,5,Paid (Slight Delay)
REP_00001320,TXN_00001320,RTL_000222,2024-12-23,2025-01-22,2025-01-28,17450,17450,6,Paid (Slight Delay)
REP_00001321,TXN_00001321,RTL_000222,2024-12-23,2025-01-22,2025-01-26,14828,14828,4,Paid (Slight Delay)
REP_00001322,TXN_00001322,RTL_000224,2024-09-19,2024-10-19,2024-10-24,19448,19448,5,Paid (Slight Delay)
REP_00001323,TXN_00001323,RTL_000224,2024-09-20,2024-10-20,2024-10-21,15144,15144,1,Paid (Slight Delay)
REP_00001324,TXN_00001324,RTL_000224,2024-11-15,2024-12-15,2024-12-17,9343,9343,2,Paid (Slight Delay)
REP_00001325,TXN_00001325,RTL_000224,2024-11-20,2024-12-20,2024-12-22,19505,19505,2,Paid (Slight Delay)
REP_00001326,TXN_00001326,RTL_000224,2024-12-02,2025-01-01,2025-01-06,15664,15664,5,Paid (Slight Delay)
REP_00001327,TXN_00001327,RTL_000224,2024-12-05,2025-01-04,2025-01-07,16138,16138,3,Paid (Slight Delay)
REP_00001328,TXN_00001328,RTL_000224,2024-12-10,2025-01-09,2025-01-09,10097,10097,0,Paid On Time
REP_00001329,TXN_00001329,RTL_000224,2024-12-12,2025-01-11,2025-01-15,20203,20203,4,Paid (Slight Delay)
REP_00001330,TXN_00001330,RTL_000224,2024-12-21,2025-01-20,2025-01-24,13420,13420,4,Paid (Slight Delay)
REP_00001331,TXN_00001331,RTL_000224,2024-12-24,2025-01-23,2025-01-27,14781,14781,4,Paid (Slight Delay)
REP_00001332,TXN_00001332,RTL_000225,2024-12-15,2025-01-14,2025-01-14,20511,20511,0,Paid On Time
REP_00001333,TXN_00001333,RTL_000225,2024-12-16,2025-01-15,2025-01-16,11578,11578,1,Paid (Slight Delay)
REP_00001334,TXN_00001334,RTL_000225,2024-12-16,2025-01-15,2025-01-17,18772,18772,2,Paid (Slight Delay)
REP_00001335,TXN_00001335,RTL_000225,2024-12-16,2025-01-15,2025-01-15,24052,24052,0,Paid On Time
REP_00001336,TXN_00001336,RTL_000225,2024-12-17,2025-01-16,2025-01-16,17491,17491,0,Paid On Time
REP_00001337,TXN_00001337,RTL_000225,2024-12-17,2025-01-16,2025-01-18,11756,11756,2,Paid (Slight Delay)
REP_00001338,TXN_00001338,RTL_000225,2024-12-18,2025-01-17,2025-01-19,15669,15669,2,Paid (Slight Delay)
REP_00001339,TXN_00001339,RTL_000225,2024-12-22,2025-01-21,2025-01-23,14562,14562,2,Paid (Slight Delay)
REP_00001340,TXN_00001340,RTL_000225,2024-12-22,2025-01-21,2025-01-23,8542,8542,2,Paid (Slight Delay)
REP_00001341,TXN_00001341,RTL_000225,2024-12-23,2025-01-22,2025-01-23,14512,14512,1,Paid (Slight Delay)
REP_00001342,TXN_00001342,RTL_000225,2024-12-24,2025-01-23,2025-01-23,21674,21674,0,Paid On Time
REP_00001343,TXN_00001343,RTL_000225,2024-12-25,2025-01-24,2025-01-25,9987,9987,1,Paid (Slight Delay)
REP_00001344,TXN_00001344,RTL_000225,2024-12-25,2025-01-24,2025-01-24,19561,19561,0,Paid On Time
REP_00001345,TXN_00001345,RTL_000225,2024-12-26,2025-01-25,2025-01-25,11137,11137,0,Paid On Time
REP_00001346,TXN_00001346,RTL_000225,2024-12-26,2025-01-25,2025-01-26,25086,25086,1,Paid (Slight Delay)
REP_00001347,TXN_00001347,RTL_000225,2024-12-26,2025-01-25,2025-01-25,16151,16151,0,Paid On Time
REP_00001348,TXN_00001348,RTL_000225,2024-12-26,2025-01-25,2025-01-26,16950,16950,1,Paid (Slight Delay)
REP_00001349,TXN_00001349,RTL_000225,2024-12-27,2025-01-26,2025-01-26,15718,15718,0,Paid On Time
REP_00001350,TXN_00001350,RTL_000225,2024-12-27,2025-01-26,2025-01-27,13344,13344,1,Paid (Slight Delay)
REP_00001351,TXN_00001351,RTL_000225,2024-12-28,2025-01-27,2025-01-27,21013,21013,0,Paid On Time
REP_00001352,TXN_00001352,RTL_000225,2024-12-28,2025-01-27,2025-01-28,16489,16489,1,Paid (Slight Delay)
REP_00001353,TXN_00001353,RTL_000225,2024-12-30,2025-01-29,2025-01-30,19006,19006,1,Paid (Slight Delay)
REP_00001354,TXN_00001354,RTL_000229,2024-09-30,2024-10-30,2024-11-04,5718,5718,5,Paid (Slight Delay)
REP_00001355,TXN_00001355,RTL_000229,2024-10-17,2024-11-16,2024-11-22,5658,5658,6,Paid (Slight Delay)
REP_00001356,TXN_00001356,RTL_000229,2024-10-18,2024-11-17,2024-11-20,4388,4388,3,Paid (Slight Delay)
REP_00001357,TXN_00001357,RTL_000229,2024-10-23,2024-11-22,2024-12-01,4083,4083,9,Paid Late
REP_00001358,TXN_00001358,RTL_000229,2024-11-05,2024-12-05,2024-12-09,5521,5521,4,Paid (Slight Delay)
REP_00001359,TXN_00001359,RTL_000229,2024-11-16,2024-12-16,2024-12-27,4869,4869,11,Paid Late
REP_00001360,TXN_00001360,RTL_000229,2024-11-29,2024-12-29,2025-01-03,4124,4124,5,Paid (Slight Delay)
REP_00001361,TXN_00001361,RTL_000229,2024-12-10,2025-01-09,2025-01-13,4761,4761,4,Paid (Slight Delay)
REP_00001362,TXN_00001362,RTL_000229,2024-12-11,2025-01-10,2025-01-13,4558,4558,3,Paid (Slight Delay)
REP_00001363,TXN_00001363,RTL_000229,2024-12-14,2025-01-13,2025-01-18,4013,4013,5,Paid (Slight Delay)
REP_00001364,TXN_00001364,RTL_000233,2024-10-05,2024-11-04,2024-11-10,9578,9578,6,Paid (Slight Delay)
REP_00001365,TXN_00001365,RTL_000233,2024-10-10,2024-11-09,2024-11-12,11357,11357,3,Paid (Slight Delay)
REP_00001366,TXN_00001366,RTL_000233,2024-10-25,2024-11-24,2024-11-30,7427,7427,6,Paid (Slight Delay)
REP_00001367,TXN_00001367,RTL_000233,2024-11-10,2024-12-10,2024-12-15,10529,10529,5,Paid (Slight Delay)
REP_00001368,TXN_00001368,RTL_000233,2024-11-24,2024-12-24,2024-12-25,7867,7867,1,Paid (Slight Delay)
REP_00001369,TXN_00001369,RTL_000233,2024-11-28,2024-12-28,2024-12-29,10966,10966,1,Paid (Slight Delay)
REP_00001370,TXN_00001370,RTL_000233,2024-12-01,2024-12-31,2025-01-04,9624,9624,4,Paid (Slight Delay)
REP_00001371,TXN_00001371,RTL_000233,2024-12-02,2025-01-01,2025-01-05,11944,11944,4,Paid (Slight Delay)
REP_00001372,TXN_00001372,RTL_000233,2024-12-26,2025-01-25,2025-01-27,9321,9321,2,Paid (Slight Delay)
REP_00001373,TXN_00001373,RTL_000233,2024-12-27,2025-01-26,2025-01-28,10114,10114,2,Paid (Slight Delay)
REP_00001374,TXN_00001374,RTL_000236,2024-11-26,2024-12-26,2024-12-26,7858,7858,0,Paid On Time
REP_00001375,TXN_00001375,RTL_000236,2024-11-26,2024-12-26,2024-12-31,5991,5991,5,Paid (Slight Delay)
REP_00001376,TXN_00001376,RTL_000236,2024-12-01,2024-12-31,2025-01-03,12243,12243,3,Paid (Slight Delay)
REP_00001377,TXN_00001377,RTL_000236,2024-12-01,2024-12-31,2025-01-04,8297,8297,4,Paid (Slight Delay)
REP_00001378,TXN_00001378,RTL_000236,2024-12-04,2025-01-03,2025-01-04,4550,4550,1,Paid (Slight Delay)
REP_00001379,TXN_00001379,RTL_000236,2024-12-05,2025-01-04,2025-01-06,11149,11149,2,Paid (Slight Delay)
REP_00001380,TXN_00001380,RTL_000236,2024-12-11,2025-01-10,2025-01-12,8261,8261,2,Paid (Slight Delay)
REP_00001381,TXN_00001381,RTL_000236,2024-12-24,2025-01-23,2025-01-28,8692,8692,5,Paid (Slight Delay)
REP_00001382,TXN_00001382,RTL_000236,2024-12-26,2025-01-25,2025-01-26,1000,1000,1,Paid (Slight Delay)
REP_00001383,TXN_00001383,RTL_000236,2024-12-29,2025-01-28,2025-02-02,6370,6370,5,Paid (Slight Delay)
REP_00001384,TXN_00001384,RTL_000237,2024-11-30,2024-12-30,2025-01-03,6391,6391,4,Paid (Slight Delay)
REP_00001385,TXN_00001385,RTL_000237,2024-12-03,2025-01-02,2025-01-06,13474,13474,4,Paid (Slight Delay)
REP_00001386,TXN_00001386,RTL_000237,2024-12-07,2025-01-06,2025-01-08,18567,18567,2,Paid (Slight Delay)
REP_00001387,TXN_00001387,RTL_000237,2024-12-08,2025-01-07,2025-01-08,16899,16899,1,Paid (Slight Delay)
REP_00001388,TXN_00001388,RTL_000237,2024-12-08,2025-01-07,2025-01-11,13567,13567,4,Paid (Slight Delay)
REP_00001389,TXN_00001389,RTL_000237,2024-12-13,2025-01-12,2025-01-14,16453,16453,2,Paid (Slight Delay)
REP_00001390,TXN_00001390,RTL_000237,2024-12-16,2025-01-15,2025-01-20,19086,19086,5,Paid (Slight Delay)
REP_00001391,TXN_00001391,RTL_000237,2024-12-18,2025-01-17,2025-01-22,13753,13753,5,Paid (Slight Delay)
REP_00001392,TXN_00001392,RTL_000237,2024-12-20,2025-01-19,2025-01-25,9135,9135,6,Paid (Slight Delay)
REP_00001393,TXN_00001393,RTL_000237,2024-12-20,2025-01-19,2025-01-24,11759,11759,5,Paid (Slight Delay)
REP_00001394,TXN_00001394,RTL_000237,2024-12-25,2025-01-24,2025-01-26,14414,14414,2,Paid (Slight Delay)
REP_00001395,TXN_00001395,RTL_000237,2024-12-25,2025-01-24,2025-01-28,11891,11891,4,Paid (Slight Delay)
REP_00001396,TXN_00001396,RTL_000237,2024-12-28,2025-01-27,2025-01-31,14161,14161,4,Paid (Slight Delay)
REP_00001397,TXN_00001397,RTL_000237,2024-12-28,2025-01-27,2025-01-31,10589,10589,4,Paid (Slight Delay)
REP_00001398,TXN_00001398,RTL_000237,2024-12-30,2025-01-29,2025-02-02,10866,10866,4,Paid (Slight Delay)
REP_00001399,TXN_00001399,RTL_000238,2024-11-01,2024-12-01,2024-12-12,6227,6227,11,Paid Late
REP_00001400,TXN_00001400,RTL_000238,2024-11-13,2024-12-13,2025-01-02,6625,6625,20,Paid Late
REP_00001401,TXN_00001401,RTL_000238,2024-11-18,2024-12-18,2025-01-02,8080,8080,15,Paid Late
REP_00001402,TXN_00001402,RTL_000238,2024-11-20,2024-12-20,2025-01-05,6916,6916,16,Paid Late
REP_00001403,TXN_00001403,RTL_000238,2024-11-23,2024-12-23,2025-01-12,6666,6666,20,Paid Late
REP_00001404,TXN_00001404,RTL_000238,2024-12-03,2025-01-02,2025-01-22,6523,6523,20,Paid Late
REP_00001405,TXN_00001405,RTL_000238,2024-12-11,2025-01-10,2025-01-17,7648,7648,7,Paid (Slight Delay)
REP_00001406,TXN_00001406,RTL_000238,2024-12-13,2025-01-12,2025-01-22,7496,7496,10,Paid Late
REP_00001407,TXN_00001407,RTL_000239,2024-12-03,2025-01-02,2025-01-08,12514,12514,6,Paid (Slight Delay)
REP_00001408,TXN_00001408,RTL_000239,2024-12-04,2025-01-03,2025-01-03,9781,9781,0,Paid On Time
REP_00001409,TXN_00001409,RTL_000239,2024-12-10,2025-01-09,2025-01-09,12087,12087,0,Paid On Time
REP_00001410,TXN_00001410,RTL_000239,2024-12-10,2025-01-09,2025-01-15,11119,11119,6,Paid (Slight Delay)
REP_00001411,TXN_00001411,RTL_000239,2024-12-13,2025-01-12,2025-01-17,18406,18406,5,Paid (Slight Delay)
REP_00001412,TXN_00001412,RTL_000239,2024-12-14,2025-01-13,2025-01-15,10770,10770,2,Paid (Slight Delay)
REP_00001413,TXN_00001413,RTL_000239,2024-12-20,2025-01-19,2025-01-24,19290,19290,5,Paid (Slight Delay)
REP_00001414,TXN_00001414,RTL_000239,2024-12-21,2025-01-20,2025-01-25,9232,9232,5,Paid (Slight Delay)
REP_00001415,TXN_00001415,RTL_000239,2024-12-24,2025-01-23,2025-01-25,17443,17443,2,Paid (Slight Delay)
REP_00001416,TXN_00001416,RTL_000239,2024-12-24,2025-01-23,2025-01-24,14126,14126,1,Paid (Slight Delay)
REP_00001417,TXN_00001417,RTL_000239,2024-12-26,2025-01-25,2025-01-27,7112,7112,2,Paid (Slight Delay)
REP_00001418,TXN_00001418,RTL_000240,2024-12-03,2025-01-02,2025-01-04,9761,9761,2,Paid (Slight Delay)
REP_00001419,TXN_00001419,RTL_000240,2024-12-03,2025-01-02,2025-01-03,5383,5383,1,Paid (Slight Delay)
REP_00001420,TXN_00001420,RTL_000240,2024-12-03,2025-01-02,2025-01-02,2896,2896,0,Paid On Time
REP_00001421,TXN_00001421,RTL_000240,2024-12-06,2025-01-05,2025-01-07,8150,8150,2,Paid (Slight Delay)
REP_00001422,TXN_00001422,RTL_000240,2024-12-08,2025-01-07,2025-01-07,7399,7399,0,Paid On Time
REP_00001423,TXN_00001423,RTL_000240,2024-12-12,2025-01-11,2025-01-13,10299,10299,2,Paid (Slight Delay)
REP_00001424,TXN_00001424,RTL_000240,2024-12-12,2025-01-11,2025-01-13,10744,10744,2,Paid (Slight Delay)
REP_00001425,TXN_00001425,RTL_000240,2024-12-12,2025-01-11,2025-01-11,7985,7985,0,Paid On Time
REP_00001426,TXN_00001426,RTL_000240,2024-12-15,2025-01-14,2025-01-15,5883,5883,1,Paid (Slight Delay)
REP_00001427,TXN_00001427,RTL_000240,2024-12-15,2025-01-14,2025-01-16,6463,6463,2,Paid (Slight Delay)
REP_00001428,TXN_00001428,RTL_000240,2024-12-16,2025-01-15,2025-01-17,10672,10672,2,Paid (Slight Delay)
REP_00001429,TXN_00001429,RTL_000240,2024-12-16,2025-01-15,2025-01-17,11445,11445,2,Paid (Slight Delay)
REP_00001430,TXN_00001430,RTL_000240,2024-12-17,2025-01-16,2025-01-17,11022,11022,1,Paid (Slight Delay)
REP_00001431,TXN_00001431,RTL_000240,2024-12-18,2025-01-17,2025-01-17,5884,5884,0,Paid On Time
REP_00001432,TXN_00001432,RTL_000240,2024-12-21,2025-01-20,2025-01-20,5954,5954,0,Paid On Time
REP_00001433,TXN_00001433,RTL_000240,2024-12-25,2025-01-24,2025-01-26,6838,6838,2,Paid (Slight Delay)
REP_00001434,TXN_00001434,RTL_000240,2024-12-27,2025-01-26,2025-01-26,4269,4269,0,Paid On Time
REP_00001435,TXN_00001435,RTL_000240,2024-12-28,2025-01-27,2025-01-27,8189,8189,0,Paid On Time
REP_00001436,TXN_00001436,RTL_000240,2024-12-29,2025-01-28,2025-01-28,9104,9104,0,Paid On Time
REP_00001437,TXN_00001437,RTL_000243,2024-09-15,2024-10-15,2024-10-18,17312,17312,3,Paid (Slight Delay)
REP_00001438,TXN_00001438,RTL_000243,2024-09-19,2024-10-19,2024-10-19,19281,19281,0,Paid On Time
REP_00001439,TXN_00001439,RTL_000243,2024-10-06,2024-11-05,2024-11-08,20303,20303,3,Paid (Slight Delay)
REP_00001440,TXN_00001440,RTL_000243,2024-10-25,2024-11-24,2024-11-28,15612,15612,4,Paid (Slight Delay)
REP_00001441,TXN_00001441,RTL_000243,2024-10-29,2024-11-28,2024-12-04,12439,12439,6,Paid (Slight Delay)
REP_00001442,TXN_00001442,RTL_000243,2024-11-04,2024-12-04,2024-12-05,10880,10880,1,Paid (Slight Delay)
REP_00001443,TXN_00001443,RTL_000243,2024-11-08,2024-12-08,2024-12-13,15380,15380,5,Paid (Slight Delay)
REP_00001444,TXN_00001444,RTL_000243,2024-11-21,2024-12-21,2024-12-24,18986,18986,3,Paid (Slight Delay)
REP_00001445,TXN_00001445,RTL_000243,2024-11-21,2024-12-21,2024-12-23,13445,13445,2,Paid (Slight Delay)
REP_00001446,TXN_00001446,RTL_000243,2024-11-26,2024-12-26,2025-01-01,25342,25342,6,Paid (Slight Delay)
REP_00001447,TXN_00001447,RTL_000243,2024-12-03,2025-01-02,2025-01-05,5671,5671,3,Paid (Slight Delay)
REP_00001448,TXN_00001448,RTL_000243,2024-12-07,2025-01-06,2025-01-07,9884,9884,1,Paid (Slight Delay)
REP_00001449,TXN_00001449,RTL_000243,2024-12-18,2025-01-17,2025-01-18,21650,21650,1,Paid (Slight Delay)
REP_00001450,TXN_00001450,RTL_000243,2024-12-26,2025-01-25,2025-01-27,20779,20779,2,Paid (Slight Delay)
REP_00001451,TXN_00001451,RTL_000244,2024-09-10,2024-10-10,2024-10-12,26516,26516,2,Paid (Slight Delay)
REP_00001452,TXN_00001452,RTL_000244,2024-10-14,2024-11-13,2024-11-15,17525,17525,2,Paid (Slight Delay)
REP_00001453,TXN_00001453,RTL_000244,2024-10-21,2024-11-20,2024-11-21,22027,22027,1,Paid (Slight Delay)
REP_00001454,TXN_00001454,RTL_000244,2024-10-23,2024-11-22,2024-11-24,17864,17864,2,Paid (Slight Delay)
REP_00001455,TXN_00001455,RTL_000244,2024-11-02,2024-12-02,2024-12-04,33402,33402,2,Paid (Slight Delay)
REP_00001456,TXN_00001456,RTL_000244,2024-11-07,2024-12-07,2024-12-07,27338,27338,0,Paid On Time
REP_00001457,TXN_00001457,RTL_000244,2024-11-10,2024-12-10,2024-12-10,23988,23988,0,Paid On Time
REP_00001458,TXN_00001458,RTL_000244,2024-11-12,2024-12-12,2024-12-13,22030,22030,1,Paid (Slight Delay)
REP_00001459,TXN_00001459,RTL_000244,2024-11-15,2024-12-15,2024-12-15,22748,22748,0,Paid On Time
REP_00001460,TXN_00001460,RTL_000244,2024-11-20,2024-12-20,2024-12-20,21382,21382,0,Paid On Time
REP_00001461,TXN_00001461,RTL_000244,2024-11-24,2024-12-24,2024-12-24,24230,24230,0,Paid On Time
REP_00001462,TXN_00001462,RTL_000244,2024-12-01,2024-12-31,2025-01-01,16659,16659,1,Paid (Slight Delay)
REP_00001463,TXN_00001463,RTL_000244,2024-12-10,2025-01-09,2025-01-11,17524,17524,2,Paid (Slight Delay)
REP_00001464,TXN_00001464,RTL_000244,2024-12-14,2025-01-13,2025-01-14,35581,35581,1,Paid (Slight Delay)
REP_00001465,TXN_00001465,RTL_000244,2024-12-15,2025-01-14,2025-01-16,21301,21301,2,Paid (Slight Delay)
REP_00001466,TXN_00001466,RTL_000244,2024-12-28,2025-01-27,2025-01-29,34096,34096,2,Paid (Slight Delay)
REP_00001467,TXN_00001467,RTL_000245,2024-12-15,2025-01-14,2025-01-19,9714,9714,5,Paid (Slight Delay)
REP_00001468,TXN_00001468,RTL_000245,2024-12-15,2025-01-14,2025-01-24,6125,6125,10,Paid Late
REP_00001469,TXN_00001469,RTL_000245,2024-12-15,2025-01-14,2025-01-19,5139,5139,5,Paid (Slight Delay)
REP_00001470,TXN_00001470,RTL_000245,2024-12-17,2025-01-16,2025-01-19,7817,7817,3,Paid (Slight Delay)
REP_00001471,TXN_00001471,RTL_000245,2024-12-18,2025-01-17,2025-01-20,6979,6979,3,Paid (Slight Delay)
REP_00001472,TXN_00001472,RTL_000245,2024-12-20,2025-01-19,2025-02-01,8334,8334,13,Paid Late
REP_00001473,TXN_00001473,RTL_000245,2024-12-20,2025-01-19,2025-02-01,5381,5381,13,Paid Late
REP_00001474,TXN_00001474,RTL_000245,2024-12-20,2025-01-19,2025-01-24,4452,4452,5,Paid (Slight Delay)
REP_00001475,TXN_00001475,RTL_000245,2024-12-25,2025-01-24,2025-02-04,6250,6250,11,Paid Late
REP_00001476,TXN_00001476,RTL_000245,2024-12-27,2025-01-26,2025-02-06,4230,4230,11,Paid Late
REP_00001477,TXN_00001477,RTL_000245,2024-12-27,2025-01-26,2025-02-08,11036,11036,13,Paid Late
REP_00001478,TXN_00001478,RTL_000245,2024-12-27,2025-01-26,2025-02-03,4900,4900,8,Paid Late
REP_00001479,TXN_00001479,RTL_000246,2024-07-20,2024-08-19,2024-08-24,22625,22625,5,Paid (Slight Delay)
REP_00001480,TXN_00001480,RTL_000246,2024-07-21,2024-08-20,2024-08-21,17110,17110,1,Paid (Slight Delay)
REP_00001481,TXN_00001481,RTL_000246,2024-08-05,2024-09-04,2024-09-10,13986,13986,6,Paid (Slight Delay)
REP_00001482,TXN_00001482,RTL_000246,2024-08-14,2024-09-13,2024-09-17,12563,12563,4,Paid (Slight Delay)
REP_00001483,TXN_00001483,RTL_000246,2024-08-29,2024-09-28,2024-10-04,11632,11632,6,Paid (Slight Delay)
REP_00001484,TXN_00001484,RTL_000246,2024-09-12,2024-10-12,2024-10-14,12576,12576,2,Paid (Slight Delay)
REP_00001485,TXN_00001485,RTL_000246,2024-09-14,2024-10-14,2024-10-15,15818,15818,1,Paid (Slight Delay)
REP_00001486,TXN_00001486,RTL_000246,2024-09-22,2024-10-22,2024-10-26,21241,21241,4,Paid (Slight Delay)
REP_00001487,TXN_00001487,RTL_000246,2024-10-28,2024-11-27,2024-12-02,21106,21106,5,Paid (Slight Delay)
REP_00001488,TXN_00001488,RTL_000246,2024-11-14,2024-12-14,2024-12-14,10266,10266,0,Paid On Time
REP_00001489,TXN_00001489,RTL_000250,2024-10-18,2024-11-17,2024-11-17,17567,17567,0,Paid On Time
REP_00001490,TXN_00001490,RTL_000250,2024-10-20,2024-11-19,2024-11-19,16347,16347,0,Paid On Time
REP_00001491,TXN_00001491,RTL_000250,2024-10-20,2024-11-19,2024-11-20,18686,18686,1,Paid (Slight Delay)
REP_00001492,TXN_00001492,RTL_000250,2024-10-21,2024-11-20,2024-11-21,2003,2003,1,Paid (Slight Delay)
REP_00001493,TXN_00001493,RTL_000250,2024-10-24,2024-11-23,2024-11-24,13159,13159,1,Paid (Slight Delay)
REP_00001494,TXN_00001494,RTL_000250,2024-10-28,2024-11-27,2024-11-27,18409,18409,0,Paid On Time
REP_00001495,TXN_00001495,RTL_000250,2024-10-30,2024-11-29,2024-12-01,25510,25510,2,Paid (Slight Delay)
REP_00001496,TXN_00001496,RTL_000250,2024-10-31,2024-11-30,2024-11-30,19357,19357,0,Paid On Time
REP_00001497,TXN_00001497,RTL_000250,2024-10-31,2024-11-30,2024-12-01,13625,13625,1,Paid (Slight Delay)
REP_00001498,TXN_00001498,RTL_000250,2024-11-02,2024-12-02,2024-12-02,21708,21708,0,Paid On Time
REP_00001499,TXN_00001499,RTL_000250,2024-11-02,2024-12-02,2024-12-02,21311,21311,0,Paid On Time
REP_00001500,TXN_00001500,RTL_000250,2024-11-07,2024-12-07,2024-12-07,13482,13482,0,Paid On Time
REP_00001501,TXN_00001501,RTL_000250,2024-11-08,2024-12-08,2024-12-09,18668,18668,1,Paid (Slight Delay)
REP_00001502,TXN_00001502,RTL_000250,2024-11-10,2024-12-10,2024-12-12,19475,19475,2,Paid (Slight Delay)
REP_00001503,TXN_00001503,RTL_000250,2024-11-13,2024-12-13,2024-12-14,21749,21749,1,Paid (Slight Delay)
REP_00001504,TXN_00001504,RTL_000250,2024-11-15,2024-12-15,2024-12-15,21579,21579,0,Paid On Time
REP_00001505,TXN_00001505,RTL_000250,2024-11-16,2024-12-16,2024-12-17,23203,23203,1,Paid (Slight Delay)
REP_00001506,TXN_00001506,RTL_000250,2024-11-22,2024-12-22,2024-12-24,21229,21229,2,Paid (Slight Delay)
REP_00001507,TXN_00001507,RTL_000250,2024-11-27,2024-12-27,2024-12-29,11814,11814,2,Paid (Slight Delay)
REP_00001508,TXN_00001508,RTL_000250,2024-11-30,2024-12-30,2024-12-30,21864,21864,0,Paid On Time
REP_00001509,TXN_00001509,RTL_000250,2024-12-02,2025-01-01,2025-01-03,19118,19118,2,Paid (Slight Delay)
REP_00001510,TXN_00001510,RTL_000250,2024-12-10,2025-01-09,2025-01-11,19705,19705,2,Paid (Slight Delay)
REP_00001511,TXN_00001511,RTL_000250,2024-12-12,2025-01-11,2025-01-13,17220,17220,2,Paid (Slight Delay)
REP_00001512,TXN_00001512,RTL_000250,2024-12-19,2025-01-18,2025-01-19,12370,12370,1,Paid (Slight Delay)
REP_00001513,TXN_00001513,RTL_000250,2024-12-20,2025-01-19,2025-01-21,24900,24900,2,Paid (Slight Delay)
REP_00001514,TXN_00001514,RTL_000250,2024-12-23,2025-01-22,2025-01-23,16186,16186,1,Paid (Slight Delay)
REP_00001515,TXN_00001515,RTL_000250,2024-12-24,2025-01-23,2025-01-23,16470,16470,0,Paid On Time
REP_00001516,TXN_00001516,RTL_000250,2024-12-26,2025-01-25,2025-01-26,28087,28087,1,Paid (Slight Delay)
REP_00001517,TXN_00001517,RTL_000250,2024-12-27,2025-01-26,2025-01-28,12801,12801,2,Paid (Slight Delay)
REP_00001518,TXN_00001518,RTL_000255,2024-08-24,2024-09-23,2024-10-01,6436,6436,8,Paid Late
REP_00001519,TXN_00001519,RTL_000255,2024-09-20,2024-10-20,2024-10-30,3223,3223,10,Paid Late
REP_00001520,TXN_00001520,RTL_000255,2024-10-04,2024-11-03,2024-11-15,8625,8625,12,Paid Late
REP_00001521,TXN_00001521,RTL_000255,2024-10-26,2024-11-25,2024-12-07,7492,7492,12,Paid Late
REP_00001522,TXN_00001522,RTL_000255,2024-12-16,2025-01-15,2025-01-23,11329,11329,8,Paid Late
REP_00001523,TXN_00001523,RTL_000255,2024-12-26,2025-01-25,2025-02-07,14494,14494,13,Paid Late
REP_00001524,TXN_00001524,RTL_000258,2024-12-16,2025-01-15,2025-01-24,5132,5132,9,Paid Late
REP_00001525,TXN_00001525,RTL_000258,2024-12-18,2025-01-17,2025-01-30,3941,3941,13,Paid Late
REP_00001526,TXN_00001526,RTL_000258,2024-12-21,2025-01-20,2025-01-28,1580,1580,8,Paid Late
