transaction_id,retailer_id,order_date,order_amount,num_products,product_categories,manufacturers,payment_method,credit_used,order_number
TXN_00009147,RTL_001390,2024-10-23,11138,2,Beverages|Baby Products,Coca-Cola|Cadbury,BNPL,11138,1
TXN_00009148,RTL_001390,2024-10-26,5864,3,Beverages|Baby Products|Confectionery,Nigerian Breweries|Procter & Gamble|Cadbury,BNPL,5864,2
TXN_00009149,RTL_001390,2024-10-28,13246,3,Personal Care|Frozen Foods|Baby Products,Coca-Cola|Nestle|Chi Limited,BNPL,13246,3
TXN_00009150,RTL_001390,2024-11-04,16808,3,Personal Care|Grains & Pasta|Baby Products,PZ Cussons|Dangote|Cadbury,BNPL,16808,4
TXN_00009151,RTL_001390,2024-11-06,12631,5,Dairy|Grains & Pasta|Baby Products|Confectionery|Snacks,Cadbury|Chi Limited|PZ Cussons,BNPL,12631,5
TXN_00009152,RTL_001390,2024-11-06,12847,1,Dairy,Procter & Gamble,BNPL,12847,6
TXN_00009153,RTL_001390,2024-11-13,8196,2,Household Items|Personal Care,Dangote|Nestle,BNPL,8196,7
TXN_00009154,RTL_001390,2024-11-19,7723,4,Cooking Ingredients|Household Items|Beverages|Grains & Pasta,Dangote|Procter & Gamble|Flour Mills,BNPL,7723,8
TXN_00009155,RTL_001390,2024-11-20,11773,3,Confectionery|Personal Care|Beverages,Nigerian Breweries|Procter & Gamble|Coca-Cola,BNPL,11773,9
TXN_00009156,RTL_001390,2024-11-21,11058,2,Cooking Ingredients|Grains & Pasta,Cadbury|Coca-Cola,BNPL,11058,10
TXN_00009157,RTL_001390,2024-11-23,12904,5,Confectionery|Frozen Foods|Dairy|Beverages|Cooking Ingredients,Nestle|Cadbury|Procter & Gamble,BNPL,12904,11
TXN_00009158,RTL_001390,2024-12-03,11516,5,Snacks|Personal Care|Household Items|Baby Products|Cooking Ingredients,Cadbury|Unilever|Coca-Cola,BNPL,11516,12
TXN_00009159,RTL_001390,2024-12-05,17047,1,Personal Care,Unilever,BNPL,17047,13
TXN_00009160,RTL_001390,2024-12-14,8579,1,Baby Products,Nestle,BNPL,8579,14
TXN_00009161,RTL_001390,2024-12-14,8426,5,Household Items|Frozen Foods|Beverages|Cooking Ingredients|Baby Products,Cadbury|Nestle|Flour Mills,BNPL,8426,15
TXN_00009162,RTL_001390,2024-12-18,8745,5,Snacks|Beverages|Confectionery|Baby Products|Personal Care,PZ Cussons|Nestle|Unilever,BNPL,8745,16
TXN_00009163,RTL_001390,2024-12-24,18622,5,Snacks|Household Items|Grains & Pasta|Beverages|Baby Products,Procter & Gamble|Nestle|Flour Mills,BNPL,18622,17
TXN_00009164,RTL_001392,2024-10-22,9841,1,Confectionery,Dangote,BNPL,9841,1
TXN_00009165,RTL_001392,2024-11-26,9133,1,Beverages,PZ Cussons,BNPL,9133,2
TXN_00009166,RTL_001392,2024-11-29,8788,3,Beverages|Confectionery|Personal Care,Nestle|Procter & Gamble|Coca-Cola,BNPL,8788,3
TXN_00009167,RTL_001392,2024-12-27,11347,4,Personal Care|Snacks|Confectionery|Beverages,Nestle|Unilever|PZ Cussons,BNPL,11347,4
TXN_00009168,RTL_001394,2024-11-10,10963,5,Cooking Ingredients|Snacks|Dairy|Confectionery|Personal Care,PZ Cussons|Procter & Gamble|Chi Limited,BNPL,10963,1
TXN_00009169,RTL_001394,2024-11-12,12311,3,Frozen Foods|Personal Care|Confectionery,Chi Limited|PZ Cussons|Cadbury,BNPL,12311,2
TXN_00009170,RTL_001394,2024-11-13,13994,3,Grains & Pasta|Snacks|Frozen Foods,PZ Cussons|Unilever|Dangote,BNPL,13994,3
TXN_00009171,RTL_001394,2024-11-15,15006,5,Baby Products|Dairy|Beverages|Personal Care|Confectionery,PZ Cussons|Coca-Cola|Procter & Gamble,BNPL,15006,4
TXN_00009172,RTL_001394,2024-11-16,10567,1,Frozen Foods,Chi Limited,BNPL,10567,5
TXN_00009173,RTL_001394,2024-11-18,11700,1,Dairy,Coca-Cola,BNPL,11700,6
TXN_00009174,RTL_001394,2024-11-24,14748,1,Baby Products,Dangote,BNPL,14748,7
TXN_00009175,RTL_001394,2024-11-25,10895,4,Household Items|Frozen Foods|Beverages|Baby Products,Cadbury|Coca-Cola|Nigerian Breweries,BNPL,10895,8
TXN_00009176,RTL_001394,2024-11-28,11252,4,Confectionery|Grains & Pasta|Dairy|Cooking Ingredients,Nestle|Chi Limited|Unilever,BNPL,11252,9
TXN_00009177,RTL_001394,2024-11-28,13283,1,Household Items,Dangote,BNPL,13283,10
TXN_00009178,RTL_001394,2024-12-03,10061,3,Snacks|Cooking Ingredients|Household Items,Nestle|Dangote|Flour Mills,BNPL,10061,11
TXN_00009179,RTL_001394,2024-12-04,12078,3,Personal Care|Frozen Foods|Baby Products,Coca-Cola|Nestle|Procter & Gamble,BNPL,12078,12
TXN_00009180,RTL_001394,2024-12-06,8276,3,Grains & Pasta|Frozen Foods|Dairy,Dangote|Procter & Gamble|Flour Mills,BNPL,8276,13
TXN_00009181,RTL_001394,2024-12-07,10253,5,Cooking Ingredients|Confectionery|Snacks|Dairy|Grains & Pasta,PZ Cussons|Dangote|Flour Mills,BNPL,10253,14
TXN_00009182,RTL_001394,2024-12-07,9396,4,Personal Care|Frozen Foods|Cooking Ingredients|Household Items,Coca-Cola|Nestle|PZ Cussons,BNPL,9396,15
TXN_00009183,RTL_001394,2024-12-07,10280,1,Snacks,Coca-Cola,BNPL,10280,16
TXN_00009184,RTL_001394,2024-12-08,14625,2,Confectionery|Grains & Pasta,Unilever|Procter & Gamble,BNPL,14625,17
TXN_00009185,RTL_001394,2024-12-10,6086,5,Grains & Pasta|Beverages|Baby Products|Confectionery|Dairy,Chi Limited|PZ Cussons|Dangote,BNPL,6086,18
TXN_00009186,RTL_001394,2024-12-11,2459,4,Frozen Foods|Beverages|Snacks|Baby Products,Nestle|Cadbury|PZ Cussons,BNPL,2459,19
TXN_00009187,RTL_001394,2024-12-12,11474,2,Confectionery|Personal Care,Flour Mills|Dangote,BNPL,11474,20
TXN_00009188,RTL_001394,2024-12-12,12713,5,Frozen Foods|Cooking Ingredients|Baby Products|Grains & Pasta|Dairy,Chi Limited|Nestle|Cadbury,BNPL,12713,21
TXN_00009189,RTL_001394,2024-12-13,10574,4,Cooking Ingredients|Household Items|Confectionery|Beverages,Flour Mills|Unilever|Nigerian Breweries,BNPL,10574,22
TXN_00009190,RTL_001394,2024-12-19,17371,4,Grains & Pasta|Personal Care|Dairy|Beverages,Cadbury|Coca-Cola|Flour Mills,BNPL,17371,23
TXN_00009191,RTL_001394,2024-12-20,13428,3,Baby Products|Beverages|Snacks,Chi Limited|Cadbury|Flour Mills,BNPL,13428,24
TXN_00009192,RTL_001394,2024-12-20,10386,5,Beverages|Dairy|Confectionery|Baby Products|Household Items,Chi Limited|Nestle|Coca-Cola,BNPL,10386,25
TXN_00009193,RTL_001394,2024-12-22,7320,1,Baby Products,Procter & Gamble,BNPL,7320,26
TXN_00009194,RTL_001394,2024-12-23,9385,1,Dairy,Dangote,BNPL,9385,27
TXN_00009195,RTL_001394,2024-12-24,12348,5,Household Items|Frozen Foods|Grains & Pasta|Beverages|Baby Products,Nestle|Nigerian Breweries|Chi Limited,BNPL,12348,28
TXN_00009196,RTL_001394,2024-12-26,5942,2,Baby Products|Grains & Pasta,Coca-Cola|Nigerian Breweries,BNPL,5942,29
TXN_00009197,RTL_001395,2024-12-30,17257,4,Frozen Foods|Dairy|Personal Care|Confectionery,Cadbury|Nestle|Dangote,BNPL,17257,1
TXN_00009198,RTL_001395,2024-12-30,18309,3,Baby Products|Cooking Ingredients|Dairy,Coca-Cola|PZ Cussons|Chi Limited,BNPL,18309,2
TXN_00009199,RTL_001395,2024-12-30,19983,5,Grains & Pasta|Dairy|Snacks|Frozen Foods|Household Items,Procter & Gamble|PZ Cussons|Nestle,BNPL,19983,3
TXN_00009200,RTL_001395,2024-12-30,21659,1,Snacks,Nigerian Breweries,BNPL,21659,4
TXN_00009201,RTL_001395,2024-12-30,10375,1,Snacks,PZ Cussons,BNPL,10375,5
TXN_00009202,RTL_001395,2024-12-30,16414,3,Grains & Pasta|Dairy|Household Items,Cadbury|Dangote|PZ Cussons,BNPL,16414,6
TXN_00009203,RTL_001395,2024-12-30,28121,1,Confectionery,Dangote,BNPL,28121,7
TXN_00009204,RTL_001395,2024-12-30,23504,2,Cooking Ingredients|Snacks,Nestle|Coca-Cola,BNPL,23504,8
TXN_00009205,RTL_001395,2024-12-30,16574,2,Grains & Pasta|Cooking Ingredients,Cadbury|Dangote,BNPL,16574,9
TXN_00009206,RTL_001395,2024-12-30,19296,5,Dairy|Baby Products|Grains & Pasta|Beverages|Cooking Ingredients,Nestle|Coca-Cola|Unilever,BNPL,19296,10
TXN_00009207,RTL_001395,2024-12-30,17752,1,Frozen Foods,Dangote,BNPL,17752,11
TXN_00009208,RTL_001395,2024-12-30,18902,2,Personal Care|Frozen Foods,Cadbury|Chi Limited,BNPL,18902,12
TXN_00009209,RTL_001395,2024-12-30,16948,3,Cooking Ingredients|Beverages|Grains & Pasta,PZ Cussons|Coca-Cola|Cadbury,BNPL,16948,13
TXN_00009210,RTL_001395,2024-12-30,19329,3,Snacks|Baby Products|Household Items,PZ Cussons|Dangote|Chi Limited,BNPL,19329,14
TXN_00009211,RTL_001395,2024-12-30,22602,5,Household Items|Snacks|Dairy|Frozen Foods|Confectionery,Flour Mills|Unilever|Nestle,BNPL,22602,15
TXN_00009212,RTL_001395,2024-12-30,12257,3,Snacks|Confectionery|Grains & Pasta,Nestle|Flour Mills|Procter & Gamble,BNPL,12257,16
TXN_00009213,RTL_001396,2024-12-04,10809,3,Personal Care|Household Items|Beverages,Procter & Gamble|Dangote|Cadbury,BNPL,10809,1
TXN_00009214,RTL_001396,2024-12-04,8356,1,Cooking Ingredients,Nigerian Breweries,BNPL,8356,2
TXN_00009215,RTL_001396,2024-12-04,7516,5,Confectionery|Grains & Pasta|Household Items|Dairy|Personal Care,Procter & Gamble|Unilever|Chi Limited,BNPL,7516,3
TXN_00009216,RTL_001396,2024-12-05,9505,2,Confectionery|Cooking Ingredients,Unilever|Nigerian Breweries,BNPL,9505,4
TXN_00009217,RTL_001396,2024-12-06,8737,1,Cooking Ingredients,Flour Mills,BNPL,8737,5
TXN_00009218,RTL_001396,2024-12-06,6963,5,Snacks|Frozen Foods|Dairy|Baby Products|Personal Care,Procter & Gamble|PZ Cussons|Nigerian Breweries,BNPL,6963,6
TXN_00009219,RTL_001396,2024-12-09,6197,5,Baby Products|Confectionery|Household Items|Cooking Ingredients|Snacks,Nigerian Breweries|Flour Mills|Cadbury,BNPL,6197,7
TXN_00009220,RTL_001396,2024-12-10,6217,3,Dairy|Household Items|Frozen Foods,Coca-Cola|PZ Cussons|Dangote,BNPL,6217,8
TXN_00009221,RTL_001396,2024-12-13,7992,2,Snacks|Dairy,Unilever|Coca-Cola,BNPL,7992,9
TXN_00009222,RTL_001396,2024-12-14,7520,2,Confectionery|Household Items,Flour Mills|Coca-Cola,BNPL,7520,10
TXN_00009223,RTL_001396,2024-12-16,9155,1,Snacks,Nestle,BNPL,9155,11
TXN_00009224,RTL_001396,2024-12-20,6429,3,Baby Products|Frozen Foods|Beverages,Cadbury|PZ Cussons|Nigerian Breweries,BNPL,6429,12
TXN_00009225,RTL_001396,2024-12-20,8975,5,Personal Care|Dairy|Household Items|Cooking Ingredients|Snacks,Nigerian Breweries|Nestle|Cadbury,BNPL,8975,13
TXN_00009226,RTL_001396,2024-12-22,6501,3,Confectionery|Personal Care|Dairy,Nigerian Breweries|Dangote|Chi Limited,BNPL,6501,14
TXN_00009227,RTL_001396,2024-12-23,9510,5,Personal Care|Confectionery|Grains & Pasta|Snacks|Household Items,Chi Limited|Cadbury|Flour Mills,BNPL,9510,15
TXN_00009228,RTL_001396,2024-12-23,11110,4,Beverages|Dairy|Frozen Foods|Cooking Ingredients,Cadbury|Flour Mills|Unilever,BNPL,11110,16
TXN_00009229,RTL_001396,2024-12-23,10979,1,Personal Care,Nestle,BNPL,10979,17
TXN_00009230,RTL_001396,2024-12-24,12652,5,Grains & Pasta|Baby Products|Dairy|Cooking Ingredients|Household Items,Nigerian Breweries|Nestle|Procter & Gamble,BNPL,12652,18
TXN_00009231,RTL_001396,2024-12-29,9692,2,Beverages|Snacks,Nigerian Breweries|Nestle,BNPL,9692,19
TXN_00009232,RTL_001396,2024-12-30,9776,1,Dairy,Unilever,BNPL,9776,20
TXN_00009233,RTL_001400,2024-10-18,13365,4,Baby Products|Frozen Foods|Confectionery|Snacks,Dangote|Flour Mills|PZ Cussons,BNPL,13365,1
TXN_00009234,RTL_001400,2024-10-23,5634,2,Frozen Foods|Confectionery,Nigerian Breweries|Nestle,BNPL,5634,2
TXN_00009235,RTL_001400,2024-10-25,11162,1,Snacks,Dangote,BNPL,11162,3
TXN_00009236,RTL_001400,2024-11-06,5113,5,Beverages|Cooking Ingredients|Baby Products|Grains & Pasta|Confectionery,Nigerian Breweries|Flour Mills|PZ Cussons,BNPL,5113,4
TXN_00009237,RTL_001400,2024-11-17,13600,4,Beverages|Personal Care|Household Items|Dairy,Flour Mills|Nigerian Breweries|Cadbury,BNPL,13600,5
TXN_00009238,RTL_001400,2024-11-19,9235,1,Dairy,Cadbury,BNPL,9235,6
TXN_00009239,RTL_001400,2024-11-19,6533,4,Household Items|Cooking Ingredients|Beverages|Baby Products,Nestle|Dangote|Chi Limited,BNPL,6533,7
TXN_00009240,RTL_001400,2024-12-20,9074,5,Cooking Ingredients|Household Items|Grains & Pasta|Dairy|Confectionery,Cadbury|Chi Limited|Unilever,BNPL,9074,8
TXN_00009241,RTL_001400,2024-12-21,10517,2,Confectionery|Dairy,Nigerian Breweries|Procter & Gamble,BNPL,10517,9
TXN_00009242,RTL_001407,2024-07-21,12002,3,Cooking Ingredients|Baby Products|Snacks,Flour Mills|Coca-Cola|Nigerian Breweries,BNPL,12002,1
TXN_00009243,RTL_001407,2024-07-31,23356,2,Dairy|Baby Products,Chi Limited|PZ Cussons,BNPL,23356,2
TXN_00009244,RTL_001407,2024-07-31,13403,3,Snacks|Household Items|Baby Products,Cadbury|Dangote|Unilever,BNPL,13403,3
TXN_00009245,RTL_001407,2024-08-06,24073,2,Baby Products|Dairy,Nigerian Breweries|Nestle,BNPL,24073,4
TXN_00009246,RTL_001407,2024-08-18,27329,3,Dairy|Baby Products|Household Items,Unilever|Coca-Cola|PZ Cussons,BNPL,27329,5
TXN_00009247,RTL_001407,2024-08-27,22769,2,Confectionery|Dairy,Unilever|Chi Limited,BNPL,22769,6
TXN_00009248,RTL_001407,2024-09-02,17066,1,Household Items,Dangote,BNPL,17066,7
TXN_00009249,RTL_001407,2024-09-13,18061,2,Dairy|Cooking Ingredients,Unilever|Cadbury,BNPL,18061,8
TXN_00009250,RTL_001407,2024-09-27,22710,5,Confectionery|Baby Products|Grains & Pasta|Dairy|Frozen Foods,Coca-Cola|Cadbury|Dangote,BNPL,22710,9
TXN_00009251,RTL_001407,2024-10-04,22936,5,Cooking Ingredients|Frozen Foods|Baby Products|Personal Care|Confectionery,Nigerian Breweries|Coca-Cola|Cadbury,BNPL,22936,10
TXN_00009252,RTL_001407,2024-10-16,23051,5,Confectionery|Personal Care|Baby Products|Dairy|Cooking Ingredients,Nestle|Nigerian Breweries|Dangote,BNPL,23051,11
TXN_00009253,RTL_001407,2024-10-22,21711,5,Baby Products|Cooking Ingredients|Grains & Pasta|Snacks|Personal Care,Unilever|Nigerian Breweries|Chi Limited,BNPL,21711,12
TXN_00009254,RTL_001407,2024-10-24,15991,3,Grains & Pasta|Baby Products|Cooking Ingredients,Dangote|Nestle|Flour Mills,BNPL,15991,13
TXN_00009255,RTL_001407,2024-11-04,13655,2,Baby Products|Snacks,Dangote|PZ Cussons,BNPL,13655,14
TXN_00009256,RTL_001407,2024-11-20,8814,2,Snacks|Cooking Ingredients,Procter & Gamble|Chi Limited,BNPL,8814,15
TXN_00009257,RTL_001407,2024-12-03,20668,1,Dairy,Nestle,BNPL,20668,16
TXN_00009258,RTL_001407,2024-12-03,25685,1,Confectionery,Unilever,BNPL,25685,17
TXN_00009259,RTL_001407,2024-12-17,17033,1,Dairy,PZ Cussons,BNPL,17033,18
TXN_00009260,RTL_001407,2024-12-19,13196,2,Beverages|Dairy,Chi Limited|Dangote,BNPL,13196,19
TXN_00009261,RTL_001409,2024-09-18,16607,1,Grains & Pasta,Procter & Gamble,BNPL,16607,1
TXN_00009262,RTL_001409,2024-09-18,15988,2,Snacks|Household Items,Unilever|Nestle,BNPL,15988,2
TXN_00009263,RTL_001409,2024-09-19,16773,4,Household Items|Baby Products|Snacks|Dairy,Cadbury|Unilever|Flour Mills,BNPL,16773,3
TXN_00009264,RTL_001409,2024-09-23,16493,2,Household Items|Personal Care,Dangote|Nestle,BNPL,16493,4
TXN_00009265,RTL_001409,2024-09-30,10658,2,Frozen Foods|Snacks,Dangote|Coca-Cola,BNPL,10658,5
TXN_00009266,RTL_001409,2024-10-07,9206,5,Cooking Ingredients|Dairy|Personal Care|Grains & Pasta|Household Items,Flour Mills|Unilever|PZ Cussons,BNPL,9206,6
TXN_00009267,RTL_001409,2024-10-13,17778,3,Dairy|Baby Products|Snacks,Dangote|Coca-Cola|Procter & Gamble,BNPL,17778,7
TXN_00009268,RTL_001409,2024-10-20,18549,5,Household Items|Confectionery|Personal Care|Snacks|Grains & Pasta,Coca-Cola|Nigerian Breweries|Chi Limited,BNPL,18549,8
TXN_00009269,RTL_001409,2024-11-03,14141,4,Grains & Pasta|Baby Products|Personal Care|Frozen Foods,Nigerian Breweries|Unilever|Procter & Gamble,BNPL,14141,9
TXN_00009270,RTL_001409,2024-11-06,19446,1,Beverages,Nigerian Breweries,BNPL,19446,10
TXN_00009271,RTL_001409,2024-11-11,16126,5,Beverages|Baby Products|Snacks|Dairy|Grains & Pasta,Nigerian Breweries|PZ Cussons|Nestle,BNPL,16126,11
TXN_00009272,RTL_001409,2024-12-13,8176,4,Dairy|Household Items|Snacks|Personal Care,Procter & Gamble|Unilever|Flour Mills,BNPL,8176,12
TXN_00009273,RTL_001409,2024-12-20,18960,5,Household Items|Beverages|Cooking Ingredients|Frozen Foods|Personal Care,Unilever|Nestle|Dangote,BNPL,18960,13
TXN_00009274,RTL_001409,2024-12-23,26638,5,Personal Care|Snacks|Beverages|Dairy|Cooking Ingredients,PZ Cussons|Dangote|Nestle,BNPL,26638,14
TXN_00009275,RTL_001409,2024-12-24,11324,1,Household Items,PZ Cussons,BNPL,11324,15
TXN_00009276,RTL_001409,2024-12-25,20231,2,Personal Care|Household Items,Cadbury|PZ Cussons,BNPL,20231,16
TXN_00009277,RTL_001410,2024-09-23,9204,5,Frozen Foods|Household Items|Grains & Pasta|Personal Care|Beverages,Chi Limited|Flour Mills|Unilever,BNPL,9204,1
TXN_00009278,RTL_001410,2024-09-26,22017,2,Grains & Pasta|Cooking Ingredients,Chi Limited|Coca-Cola,BNPL,22017,2
TXN_00009279,RTL_001410,2024-09-28,17858,2,Cooking Ingredients|Frozen Foods,Cadbury|Coca-Cola,BNPL,17858,3
TXN_00009280,RTL_001410,2024-10-08,18946,5,Dairy|Grains & Pasta|Snacks|Confectionery|Frozen Foods,Nigerian Breweries|Cadbury|Procter & Gamble,BNPL,18946,4
TXN_00009281,RTL_001410,2024-10-11,11127,5,Dairy|Snacks|Household Items|Frozen Foods|Baby Products,Nigerian Breweries|PZ Cussons|Cadbury,BNPL,11127,5
TXN_00009282,RTL_001410,2024-10-17,16896,1,Snacks,Chi Limited,BNPL,16896,6
TXN_00009283,RTL_001410,2024-10-22,24456,1,Dairy,Nestle,BNPL,24456,7
TXN_00009284,RTL_001410,2024-10-28,17986,3,Dairy|Cooking Ingredients|Personal Care,Coca-Cola|Procter & Gamble|Flour Mills,BNPL,17986,8
TXN_00009285,RTL_001410,2024-10-29,15966,5,Cooking Ingredients|Confectionery|Frozen Foods|Personal Care|Grains & Pasta,Dangote|Chi Limited|Nestle,BNPL,15966,9
TXN_00009286,RTL_001410,2024-10-29,12572,2,Confectionery|Beverages,PZ Cussons|Nestle,BNPL,12572,10
TXN_00009287,RTL_001410,2024-11-02,9203,4,Grains & Pasta|Beverages|Personal Care|Cooking Ingredients,PZ Cussons|Chi Limited|Nestle,BNPL,9203,11
TXN_00009288,RTL_001410,2024-11-04,15698,2,Baby Products|Beverages,Unilever|Cadbury,BNPL,15698,12
TXN_00009289,RTL_001410,2024-11-05,11325,4,Dairy|Snacks|Personal Care|Beverages,Cadbury|PZ Cussons|Chi Limited,BNPL,11325,13
TXN_00009290,RTL_001410,2024-11-11,20643,5,Cooking Ingredients|Dairy|Baby Products|Household Items|Grains & Pasta,PZ Cussons|Unilever|Procter & Gamble,BNPL,20643,14
TXN_00009291,RTL_001410,2024-11-14,11653,4,Beverages|Frozen Foods|Baby Products|Confectionery,Coca-Cola|Chi Limited|Dangote,BNPL,11653,15
TXN_00009292,RTL_001410,2024-11-23,14045,2,Cooking Ingredients|Beverages,PZ Cussons|Chi Limited,BNPL,14045,16
TXN_00009293,RTL_001410,2024-11-28,4235,5,Snacks|Personal Care|Baby Products|Dairy|Beverages,Unilever|Procter & Gamble|Coca-Cola,BNPL,4235,17
TXN_00009294,RTL_001410,2024-12-04,19579,5,Beverages|Grains & Pasta|Snacks|Household Items|Personal Care,PZ Cussons|Cadbury|Nigerian Breweries,BNPL,19579,18
TXN_00009295,RTL_001410,2024-12-05,17393,3,Household Items|Snacks|Baby Products,Chi Limited|Coca-Cola|Procter & Gamble,BNPL,17393,19
TXN_00009296,RTL_001410,2024-12-11,15713,2,Baby Products|Personal Care,Dangote|Nestle,BNPL,15713,20
TXN_00009297,RTL_001410,2024-12-15,9858,4,Household Items|Cooking Ingredients|Dairy|Baby Products,Cadbury|Coca-Cola|Nestle,BNPL,9858,21
TXN_00009298,RTL_001410,2024-12-16,23355,5,Grains & Pasta|Confectionery|Personal Care|Household Items|Beverages,PZ Cussons|Procter & Gamble|Dangote,BNPL,23355,22
TXN_00009299,RTL_001410,2024-12-16,17482,4,Personal Care|Cooking Ingredients|Frozen Foods|Grains & Pasta,Nestle|Procter & Gamble|PZ Cussons,BNPL,17482,23
TXN_00009300,RTL_001410,2024-12-19,19037,1,Cooking Ingredients,Dangote,BNPL,19037,24
TXN_00009301,RTL_001412,2024-11-19,16319,1,Baby Products,Procter & Gamble,BNPL,16319,1
TXN_00009302,RTL_001412,2024-11-21,31293,4,Confectionery|Grains & Pasta|Frozen Foods|Beverages,Nigerian Breweries|Chi Limited|Dangote,BNPL,31293,2
TXN_00009303,RTL_001412,2024-11-21,28421,4,Baby Products|Frozen Foods|Personal Care|Confectionery,Unilever|Flour Mills|Cadbury,BNPL,28421,3
TXN_00009304,RTL_001412,2024-11-21,33569,4,Confectionery|Cooking Ingredients|Beverages|Household Items,Procter & Gamble|Flour Mills|Nigerian Breweries,BNPL,33569,4
TXN_00009305,RTL_001412,2024-11-24,8994,5,Household Items|Dairy|Frozen Foods|Snacks|Cooking Ingredients,Nestle|Chi Limited|Nigerian Breweries,BNPL,8994,5
TXN_00009306,RTL_001412,2024-11-26,29035,4,Grains & Pasta|Confectionery|Snacks|Personal Care,Cadbury|Nestle|Nigerian Breweries,BNPL,29035,6
TXN_00009307,RTL_001412,2024-11-26,27060,1,Household Items,Cadbury,BNPL,27060,7
TXN_00009308,RTL_001412,2024-11-30,16882,4,Beverages|Dairy|Grains & Pasta|Confectionery,Dangote|Procter & Gamble|Nestle,BNPL,16882,8
TXN_00009309,RTL_001412,2024-12-01,26582,4,Frozen Foods|Cooking Ingredients|Household Items|Beverages,Nigerian Breweries|PZ Cussons|Cadbury,BNPL,26582,9
TXN_00009310,RTL_001412,2024-12-04,16375,3,Beverages|Baby Products|Confectionery,Nigerian Breweries|Nestle|Chi Limited,BNPL,16375,10
TXN_00009311,RTL_001412,2024-12-06,28730,2,Cooking Ingredients|Personal Care,Dangote|Cadbury,BNPL,28730,11
TXN_00009312,RTL_001412,2024-12-10,23635,1,Household Items,PZ Cussons,BNPL,23635,12
TXN_00009313,RTL_001412,2024-12-15,27668,4,Confectionery|Dairy|Household Items|Frozen Foods,Chi Limited|Procter & Gamble|PZ Cussons,BNPL,27668,13
TXN_00009314,RTL_001412,2024-12-17,18214,2,Beverages|Grains & Pasta,Coca-Cola|PZ Cussons,BNPL,18214,14
TXN_00009315,RTL_001412,2024-12-17,29873,1,Confectionery,Nigerian Breweries,BNPL,29873,15
TXN_00009316,RTL_001412,2024-12-18,25145,1,Dairy,Coca-Cola,BNPL,25145,16
TXN_00009317,RTL_001412,2024-12-19,27554,3,Grains & Pasta|Snacks|Frozen Foods,Unilever|Nestle|Chi Limited,BNPL,27554,17
TXN_00009318,RTL_001412,2024-12-22,41916,1,Frozen Foods,Cadbury,BNPL,41916,18
TXN_00009319,RTL_001412,2024-12-24,14183,4,Frozen Foods|Personal Care|Dairy|Snacks,Procter & Gamble|Nestle|Nigerian Breweries,BNPL,14183,19
TXN_00009320,RTL_001412,2024-12-25,22420,5,Dairy|Baby Products|Household Items|Snacks|Frozen Foods,Unilever|Nigerian Breweries|PZ Cussons,BNPL,22420,20
TXN_00009321,RTL_001412,2024-12-30,16839,1,Personal Care,Chi Limited,BNPL,16839,21
TXN_00009322,RTL_001414,2024-12-27,8573,1,Beverages,Coca-Cola,BNPL,8573,1
TXN_00009323,RTL_001414,2024-12-27,7733,3,Household Items|Cooking Ingredients|Snacks,Cadbury|Flour Mills|Nigerian Breweries,BNPL,7733,2
TXN_00009324,RTL_001414,2024-12-27,8574,3,Beverages|Personal Care|Confectionery,Chi Limited|PZ Cussons|Coca-Cola,BNPL,8574,3
TXN_00009325,RTL_001414,2024-12-27,11486,1,Cooking Ingredients,Procter & Gamble,BNPL,11486,4
TXN_00009326,RTL_001414,2024-12-27,10989,2,Dairy|Personal Care,Chi Limited|Cadbury,BNPL,10989,5
TXN_00009327,RTL_001414,2024-12-27,12229,4,Grains & Pasta|Frozen Foods|Household Items|Confectionery,Procter & Gamble|Cadbury|Nigerian Breweries,BNPL,12229,6
TXN_00009328,RTL_001414,2024-12-28,9136,5,Baby Products|Frozen Foods|Grains & Pasta|Dairy|Personal Care,Nestle|Unilever|Procter & Gamble,BNPL,9136,7
TXN_00009329,RTL_001414,2024-12-28,12251,5,Snacks|Dairy|Beverages|Household Items|Cooking Ingredients,Dangote|Flour Mills|Nestle,BNPL,12251,8
TXN_00009330,RTL_001414,2024-12-28,10219,2,Dairy|Frozen Foods,Nigerian Breweries|Unilever,BNPL,10219,9
TXN_00009331,RTL_001414,2024-12-28,7158,5,Grains & Pasta|Snacks|Cooking Ingredients|Confectionery|Dairy,Dangote|Flour Mills|PZ Cussons,BNPL,7158,10
TXN_00009332,RTL_001414,2024-12-28,13697,4,Confectionery|Personal Care|Frozen Foods|Grains & Pasta,Chi Limited|Flour Mills|Cadbury,BNPL,13697,11
TXN_00009333,RTL_001414,2024-12-29,11246,3,Cooking Ingredients|Dairy|Confectionery,Procter & Gamble|Nestle|Nigerian Breweries,BNPL,11246,12
TXN_00009334,RTL_001414,2024-12-29,7434,4,Frozen Foods|Beverages|Snacks|Confectionery,Procter & Gamble|Cadbury|Nestle,BNPL,7434,13
TXN_00009335,RTL_001414,2024-12-29,5977,5,Personal Care|Household Items|Dairy|Confectionery|Baby Products,Coca-Cola|Unilever|Nestle,BNPL,5977,14
TXN_00009336,RTL_001414,2024-12-30,7108,3,Frozen Foods|Personal Care|Grains & Pasta,Flour Mills|Chi Limited|Unilever,BNPL,7108,15
TXN_00009337,RTL_001414,2024-12-30,9130,5,Dairy|Frozen Foods|Beverages|Snacks|Cooking Ingredients,Flour Mills|Unilever|Cadbury,BNPL,9130,16
